site,gs,SOStypicaldate,SOSdate,ChangeSOS,TempAnom_2mo_sos,PrecipAnom_2mo_sos,MAXtypicaldate,MAXdate,ChangeMAX,TempAnom_5mo_max,PrecipAnom_5mo_max,EOStypicaldate,EOSdate,ChangeEOS,TypicalGSL,GSLength,ChangeGSL,TypicalMaxNDVI,MAXndvi,Change_ndvi_max,YrsBiomass,ANPP_control,sdANPP_control,check,ndep_1984,ndep_2016,ndep_change_2016_1984,continent,habitat,latitude,longitude,Managed,Burned,Elevation,RainMAP,TempMAT,Richness,NativeRichness,IntRichness,FractionExotic,SoilC,SoilN,SoilP,SoilK,ObsYrMeanEven,ObsYrMeanInvSimp,TempTrend36yr_2mo_sos_pvalue,TempTrend36yr_5mo_max_pvalue,PrecipTrend36yr_2mo_sos_pvalue,PrecipTrend36yr_5mo_max_pvalue,TempTrend36yr_5mo_max_slope,TempTrend36yr_2mo_sos_slope,PrecipTrend36yr_5mo_max_slope,PrecipTrend36yr_2mo_sos_slope,PhenoTrendXyr_sos_pvalue,PhenoTrendXyr_eos_pvalue,PhenoTrendXyr_gsl_pvalue,PhenoTrendXyr_maxndvi_pvalue,PhenoTrendXyr_sos_slope,PhenoTrendXyr_eos_slope,PhenoTrendXyr_gsl_slope,PhenoTrendXyr_maxndvi_slope,ChangeSOS_TempAnom_2mo_sos_pvalue,ChangeSOS_TempAnom_2mo_sos_slope,ChangeSOS_PrecipAnom_2mo_sos_pvalue,ChangeSOS_PrecipAnom_2mo_sos_slope,Change_ndvi_max_TempAnom_5mo_max_pvalue,Change_ndvi_max_TempAnom_5mo_max_slope,Change_ndvi_max_PrecipAnom_5mo_max_pvalue,Change_ndvi_max_PrecipAnom_5mo_max_slope,Change_ndvi_max_ChangeGSL_pvalue,Change_ndvi_max_ChangeGSL_slope,ChangeGSL_TempAnom_5mo_max_pvalue,ChangeGSL_TempAnom_5mo_max_slope,ChangeGSL_PrecipAnom_5mo_max_pvalue,ChangeGSL_PrecipAnom_5mo_max_slope,OverallTemp_pvalue,OverallTemp_slope
abisko,1984,NA,NA,NA,3.028205290627787,-3.5974314273931896,NA,NA,NA,-6.356410538538911,16.035897181584204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1985,NA,NA,NA,-2.071794852423363,-34.597437149439095,NA,NA,NA,0.7435897237216109,90.3358926039474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1986,NA,NA,NA,2.528204932999917,-3.297436005029894,NA,NA,NA,-4.35641041932962,-85.9641028184157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1987,NA,NA,NA,-2.2717946616885034,28.30256628378841,NA,NA,NA,-8.0564108246412,-72.16410739605271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1988,NA,NA,NA,-0.07179494928090913,-62.0974390567878,NA,NA,NA,4.04358991445634,22.135899470402883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1989,NA,NA,NA,0.3282050641301359,0.1025617061517039,NA,NA,NA,-3.5564104670133405,6.6358956557050846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1990,NA,NA,NA,0.12820531446963845,-13.097435242090498,NA,NA,NA,2.3435903436098395,-53.8641043442947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1991,NA,NA,NA,-1.1717949954745133,8.602561706151704,NA,NA,NA,-2.056411003455129,-51.064101292536805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1992,NA,NA,NA,2.3282051833394237,-18.99743676796929,NA,NA,NA,-2.3564106577481905,22.635899470403018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
abisko,1993,NA,NA,NA,-2.771794900107073,10.602569335546207,NA,NA,NA,-2.9564094894971316,-10.06409747783919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,included,233.4103985,166.3513676,-67.05903090000001,Europe,tundra grassland,68.319867,18.740062000000002,0,0,410,390,-0.804166615,19,19,0,0,NA,NA,NA,NA,0.7143845558781867,3.731705174862612,0.2841793257561702,0.005431834174536342,0.25362921237308805,0.9435456956989985,0.1753281875850297,0.03634491516528914,-0.08283142030929398,0.5590990771044481,0.9870408119398717,0.5966127017669521,0.8759752319528662,0.2754613551592553,-0.013688212927723457,-0.14334600760455668,-0.12965779467683328,0.002163916093170992,0.03233934307921811,-4.577398167947914,0.5872364565505617,0.09314842193508974,0.4594129148769561,0.0033897914591946637,0.12704030348664835,3.5286503930615154e-4,0.1312335436538634,0.0012625572481722064,0.11722565598663856,2.7304909425794497,0.14368353647692717,0.13767507464762374,0.152737300782199,1.3710709982603706e-4
