ChangeSOS_TempAnom_2mo_sos_pvalue,ChangeSOS_TempAnom_2mo_sos_slope,ChangeSOS_PrecipAnom_2mo_sos_pvalue,ChangeSOS_PrecipAnom_2mo_sos_slope,Change_ndvi_max_TempAnom_5mo_max_pvalue,Change_ndvi_max_TempAnom_5mo_max_slope,Change_ndvi_max_PrecipAnom_5mo_max_pvalue,Change_ndvi_max_PrecipAnom_5mo_max_slope,Change_ndvi_max_ChangeGSL_pvalue,Change_ndvi_max_ChangeGSL_slope,ChangeGSL_TempAnom_5mo_max_pvalue,ChangeGSL_TempAnom_5mo_max_slope,ChangeGSL_PrecipAnom_5mo_max_pvalue,ChangeGSL_PrecipAnom_5mo_max_slope,site,OverallTemp_pvalue,OverallTemp_slope
0.00631895211959876,-15.7330710531749,0.14894508976389947,-0.18516886333046595,0.02288694356198918,-0.003739545882093568,0.055626563640347085,1.031117918900616e-4,0.18620124074439032,1.356934132616491e-4,0.7589881987802571,-1.0489824720256118,0.07313964777552466,0.1913186691627104,yarra,0.23578094673763153,5.864438969280561e-5
0.009579995858240655,-3.74830532448324,0.5571361023161217,-0.04266777976669429,0.8722206507659158,0.001619511501267157,0.5299582378859689,2.2929679410699585e-4,0.16912922489351515,-0.0012501528095017877,0.570796136594174,-1.922581601224047,0.5189099908146895,-0.07989358234042952,vass,0.14639941941574663,1.3425723836800845e-4
0.19402268512768917,-1.3747581919185916,0.6448899812152536,-0.03610199412064642,0.38037797338519874,0.0058061990200320105,0.7667514870223113,-1.7274160237427312e-4,0.7837874977704953,1.7918581485636825e-4,0.4179784183886227,2.816379591044975,0.20542399180087248,-0.3694377396253125,vargrass,0.087271735365315,1.4831565106926525e-4
0.04781401364807046,-2.282994517752347,0.9156880627589548,0.003570340629198582,0.13003178363103896,0.005407373724037077,0.8283078836429603,1.8709067711560768e-5,0.0338382592397117,9.78604094401005e-4,0.7331184442895418,0.4768291803629586,0.31334034486649076,0.03316166125501936,valm,0.07385170006126458,1.1090146751938802e-4
0.006520220861401319,-2.197096408749092,0.7987216276969819,0.01117702081560722,0.6013239088529966,8.383669712307656e-4,0.13984840021603068,1.339208084189416e-4,0.4583205449274118,-2.193709604755648e-4,0.3688950501005247,1.015102064377982,0.11478768227339457,-0.10097939881041221,uwo,0.39857071759208595,9.14726230947676e-5
0.13066829525920687,-4.740266792904473,0.836407574977076,-0.02486567891617592,0.34766413840825117,-0.002992134310526982,0.02524814804628846,2.0537248171420043e-4,0.001468737982712984,5.61908502576838e-4,0.27926949948953794,-3.8867018046177493,0.02797791448153088,0.228756024337998,unc,0.24523499020171755,1.0303061824083442e-4
0.10978413265511289,11.64602314040626,0.1370655737181081,-0.22909641346551912,0.053874767950021114,-0.01122006680055961,0.814994390887311,4.857190342848828e-5,0.10324539027541087,5.648672368471771e-4,0.288713376352435,-4.5882718692730045,0.608298057255843,0.07540758375085288,ukul,0.07392060668867913,6.276207867758298e-5
0.4905509922744953,1.8855423296335756,0.04337106064311854,-0.1559756337468048,0.5175235639579487,0.0012088204378009936,0.963619461636591,3.7399309641439317e-6,4.976561322011722e-4,7.540690095045585e-4,0.013798059621249808,-3.219214836737556,0.32769586996813993,0.05819534243539178,ucsc,0.03712669089511574,7.968406649063946e-5
0.22985936179695693,-11.900121177515937,0.6778557873965051,0.25495750222268154,0.8106811674517687,-0.0016407939054862615,0.26645051247731855,3.424713255017288e-4,0.8143708847455766,-2.899655061835244e-4,0.27606068149764346,3.376049489951078,0.2893695074514082,-0.1664793219909698,thth,0.03125328406805546,1.3062931353501287e-4
0.16182645323326797,-2.2800463001053397,0.5015508625672908,-0.07851959945573478,0.7878698827138344,-0.001014906174721948,0.4178047267791051,1.0233637490098784e-4,5.920411983734374e-5,8.601730272144196e-4,0.03701384903824969,-5.930869870935701,0.026708813159156145,0.21107559508378643,temple,0.21528500327015293,1.0542744300938759e-4
0.3948375150443857,-16.10283583895848,NA,NA,0.021370853647637248,0.02540834026393223,NA,NA,0.7772798524980423,1.4707914412193318e-4,0.30281507393649615,14.969578991058635,NA,NA,sval,0.0010898829160844428,2.9045943709014063e-4
0.08499585354716621,22.604682105101745,0.5615345802278195,-0.13698816590511434,0.4938663214683571,-0.00378584227521045,0.5314640887759405,1.0907437155655499e-4,7.641195692292019e-4,7.282262888134274e-4,0.28052601712786746,-6.6463100136904645,0.44652615100129023,0.14988030879502864,summ,0.05430541800062138,6.0575879935969685e-5
0.2176279540945602,-9.725643867452145,0.9779592323401386,0.014007611359986304,0.10096611614743728,0.007244495009673873,0.5632473468444164,1.4965121931362533e-4,7.22071565085795e-4,4.1454883521243913e-4,0.24491764051008777,9.58358758013861,0.059267093876234536,0.8388241523030059,spv,0.5812793438834974,2.9014128179754297e-5
0.036942963757072435,-5.576293845341379,0.030049644093828848,-0.10490024539524687,0.4336774576029294,-0.002628432502063013,0.3399569299435985,9.892644137883888e-5,1.0509888337066542e-5,0.0012716039083717815,0.6988886291582529,0.720461144778587,0.2095552871630967,0.07145870006058454,smith,0.47391913447090317,4.419482596066721e-5
0.9595620965583768,0.5918369704787592,0.4802736883527412,0.04109407897312729,0.051843605319995024,0.014416221918090078,0.9146132772154935,4.327627381826852e-6,0.567929544002392,2.5834336191742064e-4,0.7079272442252961,3.0111356831317635,0.26418039246708497,0.039508442262931404,sirsi,0.0026380741752099093,4.573911241502898e-5
0.429245117378394,2.183297128268851,0.5876180302066161,0.021993978298796464,0.012055268615739266,0.0043024317468567585,0.8299100728335645,6.1390088160413596e-6,0.21693579716759173,2.293806644263437e-4,0.12111261538616629,-2.555174222490223,0.07552161330593803,0.04624523656334724,sier,0.17023548183606027,1.0199259188053437e-4
0.022583042137504405,-1.993237352457463,0.5988526924234534,-0.06350142617571232,0.029252528715904374,-0.004938409275239094,0.014281656004727677,5.79010454783476e-4,0.005078790901700921,5.24608471951254e-4,0.2080350264869581,-2.9934402459962652,0.06426258138864621,0.4560275008414685,shps,0.33340952758295395,9.397826324329646e-5
0.5088583600291818,-0.824615491290345,0.24088920535739883,-0.08960219201376053,0.00671759098248769,-0.007903089704688908,8.094079455779253e-5,6.06917809333947e-4,0.08604270826320687,5.897485705410475e-4,0.633293230536008,-0.7579326690568611,0.7278682310816944,0.031119630152328315,sgs,0.5070803251136095,6.383236949998034e-5
0.340652428590164,4.891881179303295,0.07136965728862528,-0.878558438766352,0.6207950673411159,8.020504673297783e-4,0.146427177861632,1.577445420322835e-4,0.5138789236489898,6.890021483770807e-5,0.6375244116522816,-1.3507689333984,0.2962665324752152,0.20236800286937123,sevi,0.1121861317145471,1.3301952150996312e-4
0.8004792416780199,4.382869842748892,0.10770035724104898,-0.3310067479472996,0.48733693544768897,-0.008471228703735659,0.13285719953017397,3.071226115088513e-4,7.414872944305848e-4,0.0010757365104233421,0.9312967063150243,-0.8557376812248341,0.0729359717871632,0.28629647965025357,sereng,2.093939505706399e-6,5.02648709956855e-5
0.9073282586322733,-0.3562938143646426,0.025771264459438427,-0.13107641802993233,0.9279917508718938,-3.102240732248077e-4,0.20029905164581618,1.0077517413512378e-4,8.820657088526455e-5,0.0013642410284533909,0.45914509647077806,-1.1664836930278017,0.02848385001295529,0.07747608533847314,sedg,0.1724093325541095,4.432016545497002e-5
